150,49,197,29,44,213,75,238
151,42,217,36,54,209,88,179
128,40,202,35,47,197,108,258
111,35,150,27,60,198,129,281
101,28,100,40,76,196,137,276
105,29,73,43,84,182,139,264
96,24,49,44,67,177,137,261
71,26,43,43,74,179,148,235
67,28,130,44,80,190,146,213
46,28,806,39,66,189,151,202
46,30,814,33,51,186,152,188
57,32,668,32,28,176,149,181
563,33,639,35,40,185,142,160
655,32,597,37,74,179,137,120
686,30,332,40,87,168,124,116
413,28,166,43,113,173,121,125
707,61,204,45,140,187,113,154
1043,189,579,71,254,241,113,199
1154,252,657,95,321,387,111,203
967,249,649,108,353,455,111,180
713,486,547,136,403,692,124,122
603,587,851,186,548,851,141,124
495,700,1146,346,661,1143,152,124
360,532,1556,958,747,1091,149,110
355,451,1898,1288,625,1008,137,97
468,409,2066,1622,561,866,161,128
581,401,1762,1594,471,922,151,200
649,340,1295,1232,451,1021,131,215
721,303,699,701,405,867,124,189
778,306,672,688,447,895,139,124
757,342,681,528,517,789,135,118
709,369,754,403,457,872,141,101
676,358,789,335,440,880,137,99
637,308,799,282,477,908,138,105
566,239,766,211,457,822,121,107
499,256,577,198,411,918,118,87
482,300,681,196,524,1001,140,100
436,304,579,188,569,988,139,94
383,269,612,167,551,1017,149,80
255,229,520,151,489,896,138,73
197,223,501,176,544,803,134,72
162,228,377,183,515,806,126,78
189,248,383,176,527,859,139,95
190,246,469,155,438,771,140,104
202,207,458,142,441,705,120,95
217,242,491,142,472,852,122,70
191,217,400,152,452,849,123,62
192,234,494,161,468,869,117,84
205,221,441,151,440,740,117,97
213,231,451,124,462,618,111,83
