77,278,77,146,117,89,57,50
90,290,77,229,136,124,51,53
73,300,88,266,173,133,52,60
70,309,84,291,173,116,53,61
78,307,70,277,180,107,48,56
74,250,78,235,159,100,46,62
66,300,92,243,153,89,49,61
66,308,117,295,183,112,52,60
66,328,115,297,202,123,54,61
66,313,99,386,246,130,45,55
50,229,83,447,243,136,50,57
55,276,93,470,242,132,52,56
56,275,94,503,269,98,60,61
56,353,94,486,262,104,58,62
57,351,71,389,225,109,48,48
54,359,77,306,170,107,49,49
70,292,81,334,185,96,58,52
61,267,84,276,175,115,62,54
40,285,90,390,217,113,58,45
44,232,74,391,209,125,59,59
46,212,74,398,232,120,56,62
48,172,65,225,190,105,53,66
48,196,76,353,215,127,53,63
46,160,65,293,204,116,59,61
72,152,78,297,287,185,278,107
71,214,77,209,260,180,278,106
49,227,81,263,230,191,110,58
53,249,73,254,271,208,109,72
56,182,62,173,267,202,105,73
65,190,59,180,305,228,119,82
52,196,57,228,228,204,102,76
62,282,73,337,236,202,89,74
71,324,88,368,247,169,85,75
69,331,101,241,212,166,87,74
73,345,93,448,312,143,82,69
65,376,77,414,293,127,62,58
56,335,58,196,235,120,53,47
62,379,74,444,223,141,69,61
53,287,78,438,227,142,70,61
58,306,72,246,174,91,65,57
50,231,70,122,149,84,61,51
52,231,70,103,143,86,55,55
51,230,71,163,184,83,51,58
58,202,77,239,197,95,52,56
60,270,83,441,233,116,54,48
51,255,71,410,199,107,51,49
45,173,60,242,153,100,50,54
47,197,52,109,122,80,44,54
54,246,59,188,160,76,48,58
47,272,60,195,152,67,41,52
