35,74,195,115,137,175,38,24
65,77,81,116,141,203,70,29
154,68,69,121,110,161,88,32
157,72,57,107,107,273,122,44
100,72,44,171,119,262,121,46
81,67,51,169,114,185,107,44
86,59,57,187,104,146,87,44
78,60,62,171,92,149,94,48
58,66,69,157,96,168,83,49
53,83,69,109,145,252,127,51
49,78,63,136,147,277,155,48
47,66,60,142,106,213,145,46
38,61,70,139,111,163,85,41
36,59,64,169,93,165,89,43
36,53,40,159,80,166,107,42
44,60,52,117,84,190,90,48
54,76,55,106,124,189,100,43
55,76,44,161,141,155,77,42
40,63,41,169,116,224,273,45
290,113,105,225,372,439,491,179
312,147,178,310,611,619,574,209
584,177,199,428,860,763,583,261
672,198,272,607,982,978,561,258
534,188,252,821,1034,1056,545,269
330,170,248,864,898,849,489,222
293,168,287,655,913,885,508,190
185,110,290,561,909,732,430,204
266,103,234,509,830,635,445,202
265,103,140,540,803,607,332,170
238,288,128,567,756,583,310,137
188,357,162,555,554,530,295,118
211,366,145,553,485,380,295,153
248,203,152,542,525,420,305,171
254,220,136,451,516,405,335,170
171,200,125,470,539,365,334,87
200,181,108,474,583,390,300,105
163,167,88,500,531,464,353,120
170,154,85,515,436,412,323,106
176,132,89,550,471,391,323,122
167,107,92,498,447,378,264,113
171,110,97,515,430,350,291,140
164,104,95,450,504,411,306,145
113,97,85,408,470,387,273,84
100,87,94,381,458,420,200,83
187,88,93,419,360,326,305,106
176,86,108,402,405,408,323,113
151,81,101,445,406,380,316,127
123,79,90,469,362,379,230,116
142,81,82,343,371,319,252,120
108,71,78,375,411,334,279,131
