33,46,49,117,100,104,57,49
29,43,53,123,93,106,59,55
34,49,59,125,91,106,61,56
33,47,56,121,88,106,68,56
32,44,56,114,94,102,72,52
28,40,55,117,96,101,58,54
31,44,52,126,98,103,59,54
27,44,51,125,88,103,64,49
26,44,48,124,87,106,63,44
28,42,55,121,105,109,51,51
32,47,54,117,111,109,56,49
34,49,57,114,109,114,66,47
32,49,54,114,104,118,63,45
34,48,52,119,99,113,70,47
36,45,50,117,101,100,71,39
40,47,52,112,101,103,62,44
38,53,50,111,99,100,60,51
33,51,51,111,95,103,60,45
31,44,51,113,87,109,59,44
35,43,48,121,91,112,59,43
82,128,59,128,101,100,59,50
106,173,63,120,105,91,68,59
115,186,95,124,117,95,84,284
283,155,96,127,125,149,97,292
284,155,69,159,125,168,108,293
227,90,62,159,134,160,119,79
77,123,49,153,125,112,99,48
73,124,49,133,120,124,208,180
64,108,60,125,105,129,209,212
75,119,66,120,120,124,216,213
87,111,54,114,102,133,83,53
82,116,65,121,100,128,81,81
47,106,64,130,97,117,70,83
64,84,63,134,99,125,67,83
75,112,63,128,104,126,65,64
61,117,62,122,104,114,65,62
59,126,68,121,98,116,69,62
44,86,67,120,98,126,65,53
38,67,69,121,105,119,64,110
70,75,64,118,149,113,72,110
73,86,62,118,146,106,71,114
58,76,55,119,111,104,69,60
47,85,52,119,98,113,56,59
43,64,52,120,101,119,67,54
45,74,55,120,100,113,71,53
37,67,58,123,102,109,68,52
39,70,63,131,101,104,58,53
46,77,58,128,105,107,73,52
47,84,59,125,102,117,78,55
42,70,54,124,99,120,69,59
