100,87,68,95,125,97,91,62
102,73,71,87,121,92,99,60
106,68,78,78,94,92,89,58
108,75,69,79,99,88,89,62
110,76,66,91,99,69,102,67
100,80,81,87,110,100,105,68
99,75,88,87,111,110,101,59
96,79,91,103,108,110,97,66
90,61,84,101,86,84,93,71
110,82,71,101,78,98,97,72
114,92,78,84,95,111,100,72
120,96,78,96,104,106,105,77
127,82,127,97,97,102,132,70
149,106,258,85,101,104,175,70
125,123,326,84,107,124,189,74
121,197,438,119,127,142,242,122
176,247,651,146,147,201,278,397
256,276,697,199,182,355,295,498
278,447,684,240,393,502,235,466
249,535,698,266,452,489,262,308
380,707,613,190,381,503,328,258
443,716,400,286,446,513,356,282
475,644,229,292,468,490,427,305
390,475,184,212,479,450,421,275
303,625,220,212,536,383,280,284
196,594,211,244,637,408,240,296
246,593,197,258,649,545,269,366
228,559,222,251,652,633,254,347
223,626,227,260,593,607,246,310
198,591,247,288,683,541,268,348
186,567,205,246,531,507,237,330
161,595,202,269,630,439,218,292
227,663,233,230,482,378,195,329
240,717,258,210,518,417,220,340
247,825,302,228,549,398,247,305
185,727,283,252,646,412,259,256
165,492,221,244,596,366,210,228
172,456,191,235,600,362,169,215
180,628,268,236,517,387,183,203
175,621,262,234,644,477,194,261
160,596,260,217,577,425,196,255
161,591,226,206,443,290,187,226
191,561,219,242,527,372,198,213
184,522,216,246,531,403,214,212
180,519,207,239,512,378,212,219
161,518,198,161,447,372,234,220
147,431,179,210,401,403,239,188
114,357,173,215,333,468,207,185
146,467,185,262,444,474,185,189
149,524,197,248,499,443,194,191
