45,119,46,48,111,235,77,59
43,118,47,41,98,171,77,62
41,122,48,36,124,174,73,53
43,124,46,37,118,191,77,41
43,121,50,40,99,149,74,43
39,123,53,37,94,188,74,48
42,124,55,46,85,184,77,58
46,124,50,52,115,243,81,65
48,124,45,49,122,230,83,60
43,126,49,43,92,189,83,68
45,123,48,41,103,212,83,63
43,113,48,37,95,209,76,55
42,130,49,35,86,147,75,45
43,134,58,40,118,175,75,52
42,132,56,40,119,176,83,58
41,122,51,40,122,147,79,57
39,124,57,42,97,147,76,56
37,132,58,40,97,202,75,50
39,119,50,34,92,202,82,46
45,128,55,45,91,177,83,72
47,124,56,43,88,153,80,71
43,135,57,35,84,151,68,58
45,121,56,38,121,246,77,53
47,142,59,41,109,241,86,55
46,133,57,40,83,196,81,50
44,116,49,40,81,177,74,57
48,135,52,35,79,156,77,58
48,139,49,44,81,148,73,64
39,120,45,45,110,168,71,61
42,118,42,34,108,175,74,50
43,127,45,35,113,180,68,43
42,129,44,37,79,182,63,43
37,137,49,39,69,198,67,45
36,124,48,38,83,220,69,45
37,146,52,47,83,229,71,53
36,138,52,46,88,170,66,53
37,121,53,35,96,159,68,44
43,128,56,39,82,143,72,56
42,128,56,45,88,160,71,57
36,109,52,43,84,175,73,60
36,121,46,31,76,168,71,57
38,123,49,54,104,346,78,60
41,115,52,53,103,345,78,55
41,121,50,53,119,353,80,54
46,133,56,41,106,190,74,53
43,128,58,34,82,189,77,54
43,116,54,36,85,153,81,53
39,120,50,37,94,171,79,54
43,123,52,47,96,173,74,59
44,126,52,49,87,141,76,61
