168,86,89,82,169,140,95,92
142,92,73,85,219,143,86,71
142,92,73,85,219,143,86,71
142,92,73,85,219,143,86,71
142,92,73,85,219,143,86,71
137,88,79,81,189,139,85,66
120,87,72,72,201,151,83,55
131,82,79,83,223,160,79,65
196,77,83,93,276,135,73,93
234,89,82,89,225,124,65,100
232,95,73,92,274,142,95,103
229,106,81,93,268,123,102,99
256,107,83,85,221,88,100,93
211,101,70,74,146,91,103,82
108,86,72,99,155,93,106,75
136,86,77,118,164,101,94,81
144,98,107,253,781,601,356,181
132,99,124,339,1104,1180,460,197
143,118,191,505,1353,1476,602,238
192,194,284,693,1463,1620,803,292
227,258,334,666,1266,1627,907,353
254,284,385,672,1228,1602,949,398
227,245,343,551,1088,1623,846,363
251,247,325,547,1159,1683,796,389
298,258,306,501,1101,1501,800,471
326,244,280,445,981,1389,889,503
310,225,291,476,934,1429,862,455
342,262,323,531,932,1498,825,481
312,251,277,400,855,1617,795,422
255,214,238,376,847,1449,718,347
238,200,237,386,1047,1393,729,333
250,224,281,447,1140,1331,653,356
299,258,346,585,1041,1545,791,439
279,256,333,679,1268,1481,813,422
279,264,375,724,1508,1549,710,428
231,212,307,555,1374,1426,610,323
201,179,261,489,1132,1293,503,271
251,201,245,484,1030,1238,633,336
232,194,249,457,1125,1350,625,326
169,153,209,336,1026,1144,490,269
151,133,195,271,985,1008,407,228
175,165,229,409,923,1062,500,249
192,176,218,441,897,969,494,261
197,173,214,400,889,1032,462,278
152,172,196,405,1054,1080,390,220
170,172,213,428,1137,1143,393,229
134,130,215,357,1178,1078,332,175
130,128,199,338,1015,1009,321,173
150,136,202,325,1034,1013,391,216
148,129,195,306,905,1075,392,209
