59,82,80,110,90,71,96,65
62,82,69,104,75,67,98,67
68,85,67,89,85,75,80,67
51,88,60,72,97,77,89,63
59,81,64,73,97,86,94,66
55,85,59,77,89,82,80,74
47,84,54,74,91,85,75,69
45,82,53,62,93,68,79,70
50,82,55,63,97,65,90,54
47,81,55,61,98,63,87,54
48,79,57,61,95,66,83,56
49,80,66,56,99,74,78,60
46,78,68,51,100,70,68,67
45,83,62,50,101,65,74,66
49,81,60,52,105,65,87,74
51,80,49,43,104,68,85,66
51,77,53,39,98,83,86,75
51,83,53,46,99,81,81,73
358,163,97,99,371,190,138,160
815,225,140,183,738,348,209,443
926,264,273,642,1110,677,315,560
719,512,713,734,1026,715,361,478
568,741,1002,709,629,623,347,283
745,840,1169,554,308,563,304,320
646,708,1018,511,436,581,314,239
450,367,737,398,404,461,276,160
305,297,578,303,363,350,178,145
239,216,439,249,126,316,133,120
228,200,288,282,107,249,98,112
221,180,287,243,112,261,89,96
140,103,213,216,108,215,76,69
119,105,135,105,109,175,73,73
105,100,114,102,126,174,121,63
236,161,83,101,155,232,141,83
240,182,89,92,158,190,142,85
280,184,98,87,201,140,73,88
166,133,80,71,179,134,64,67
176,110,63,73,163,153,78,67
106,98,62,72,131,130,77,62
101,97,60,69,140,114,77,70
73,86,58,60,125,83,64,69
75,82,62,52,130,74,64,74
69,80,61,57,120,77,66,54
50,82,62,58,116,72,65,47
59,82,62,74,118,83,60,46
58,81,63,91,118,85,63,52
53,85,72,97,110,72,69,54
62,79,76,101,114,68,74,52
62,80,71,135,107,80,79,52
58,78,73,145,109,77,83,55
