214,63,47,109,117,178,71,80
167,62,48,114,118,155,66,80
216,62,47,111,129,164,74,92
223,62,45,112,131,168,72,91
263,68,44,115,127,142,71,87
210,69,46,108,140,179,73,87
217,71,47,112,130,199,77,85
173,70,48,116,105,155,86,85
183,69,48,114,114,129,73,78
152,64,46,108,122,127,67,80
158,62,44,105,122,127,54,76
150,64,44,106,104,97,57,80
231,65,48,115,93,113,45,79
260,74,43,113,95,103,39,77
250,75,44,108,131,122,42,85
262,71,46,108,129,125,55,83
411,90,49,110,101,65,68,94
520,112,58,125,137,89,82,102
681,136,67,150,142,92,76,129
854,156,75,168,167,90,100,158
1160,201,85,184,186,93,111,170
1381,290,117,182,192,103,112,216
1558,491,190,241,279,118,138,328
1675,940,428,435,525,183,237,601
1759,1443,761,692,769,282,432,1013
1773,1707,1195,819,934,333,543,1277
1775,1682,1279,836,906,328,568,1462
1791,1509,1251,664,712,284,408,1321
1712,1480,1149,613,614,293,361,1239
1618,1346,991,583,586,258,336,1203
1639,1179,1028,541,573,252,293,1133
1583,1116,1041,452,457,199,241,1024
1687,1177,1026,402,354,172,208,920
1689,1085,987,353,402,183,236,852
1663,912,967,443,471,199,274,919
1771,1081,962,495,539,203,284,965
1789,1128,970,504,570,183,268,1002
1788,1079,958,462,535,162,227,924
1691,1031,992,377,382,141,209,871
1664,1112,973,389,450,150,207,840
1732,1028,885,347,406,160,210,864
1647,929,746,301,393,155,181,689
1536,937,697,374,415,141,227,822
1431,923,638,428,476,150,243,932
1486,934,598,384,443,153,211,931
1497,818,500,309,407,138,157,754
1577,797,471,281,360,125,161,739
1647,787,592,378,422,167,231,882
1662,774,614,379,471,201,233,850
1631,939,605,335,497,244,209,891
