21,69,103,21,68,91,83,44
21,71,106,22,64,80,83,45
19,66,100,20,43,69,65,42
22,61,99,23,42,68,60,50
25,64,95,21,29,59,55,49
27,61,99,19,39,59,61,52
24,54,102,19,40,53,57,43
20,61,103,22,34,55,56,43
23,68,104,21,37,55,54,40
24,71,105,19,43,65,51,45
24,70,105,17,43,67,60,45
24,65,101,19,50,75,56,48
23,62,99,20,64,83,74,48
26,56,100,20,60,75,67,50
26,48,103,20,67,81,73,47
22,41,107,20,60,74,60,48
118,81,112,94,151,145,133,236
137,107,197,153,336,220,193,299
133,108,225,201,382,231,184,300
122,104,199,207,514,242,154,204
194,109,169,296,670,277,196,232
210,130,172,401,709,316,242,227
218,146,186,528,769,317,221,448
242,157,187,706,805,386,278,528
268,161,192,704,836,427,303,694
253,167,201,522,684,413,317,621
277,167,208,551,736,442,309,619
245,146,194,571,703,392,246,493
181,102,184,552,527,292,223,366
188,116,170,545,522,366,234,298
190,117,178,586,540,348,223,299
193,110,195,593,634,350,208,364
182,96,183,608,568,320,225,435
192,101,172,514,502,293,229,426
190,110,199,598,533,275,187,378
187,104,201,727,434,353,184,350
147,87,193,709,437,348,163,275
114,79,159,569,426,344,149,291
117,81,152,384,432,331,136,291
120,79,150,505,367,308,172,253
112,83,171,489,362,259,174,223
129,92,159,479,348,233,172,236
138,99,186,489,292,222,168,254
150,95,160,489,325,229,158,221
145,88,153,438,319,258,128,171
120,77,148,470,363,323,140,131
104,77,150,547,363,315,129,173
93,84,141,375,384,283,129,160
90,84,177,408,363,267,110,165
98,98,176,431,365,293,116,183
