88,110,85,98,255,96,132,60
92,82,76,101,344,88,96,64
85,86,67,104,318,90,118,63
83,88,71,95,237,72,130,66
83,84,78,91,197,63,129,64
91,97,78,95,128,71,113,64
104,105,75,77,120,94,123,65
105,89,75,68,135,101,119,77
102,74,66,72,173,84,101,83
98,65,63,89,159,85,112,87
97,65,69,93,152,97,130,85
91,91,62,84,112,94,115,90
91,108,58,78,119,81,109,68
86,112,59,80,212,87,106,65
92,155,75,92,299,125,112,71
140,434,129,122,472,188,150,98
291,818,336,907,1013,428,328,212
466,1084,715,1250,1537,669,494,408
486,1026,775,1598,1853,757,576,460
378,866,649,1208,1750,647,469,389
238,692,469,1007,1642,566,445,341
245,675,427,713,1469,447,317,227
188,710,263,816,1282,329,227,118
173,791,220,757,900,273,189,100
164,644,186,497,656,246,180,108
131,711,210,325,639,283,218,107
113,575,197,293,570,270,198,99
121,545,198,311,571,191,172,97
114,586,197,387,548,221,160,89
132,522,167,398,497,218,145,82
130,513,150,358,470,199,152,81
123,566,138,231,507,213,189,92
117,581,134,221,485,230,190,92
114,450,133,225,518,234,161,83
126,482,126,219,465,173,143,68
113,396,135,154,397,144,157,86
113,544,151,151,352,211,160,98
110,531,129,171,387,204,130,88
119,461,130,167,403,155,136,88
116,406,136,179,387,131,136,80
104,401,131,177,367,145,136,82
97,452,136,126,394,155,134,86
112,519,147,174,399,135,136,82
113,594,164,192,372,153,147,90
113,448,126,171,304,150,158,97
106,457,128,146,364,177,182,93
122,575,148,166,451,170,190,94
124,546,138,169,483,205,189,94
128,527,147,224,496,195,146,89
143,464,179,244,381,202,132,88
